id,name,name_zh,open_status,introduction,open_time,zipcode,distric,address,tel,fax,email,months,nlat,elong,official_site,facebook,ticket,remind,staytime,modified,url,target,service,friendly,images,files,links,cat2,cat3,cat4,cat5,cat6,category_id,category_name,distance(km)
2264,東和禪寺,,1,"東和禪寺位於臺北東門外，原稱為曹洞宗大本山別院，由日僧初建於一九０八年，設計者亦為日人入江善太郎。

至一九一六年附設佛教學校，供僧侶與齋友的子弟就讀，學習佛教教義及普通常識，一九三五年改名為私立臺北中學，戰後再改稱為泰北中學。

一九三０年在大殿之前建造高聳的鐘樓，目前仍存在，但大殿及其他古老的建築因曾被軍隊及民眾佔住長期遭到破壞，近年被拆掉了，至為可惜。

鐘樓的建築深具特色，雖屬鋼筋混凝土的結構，但細部皆採循章法製作，屋頂為單簷式歇山，舖日式黑瓦，脊頭置鬼瓦。

二樓內部懸吊一口大銅鐘，外部出挑平座欄杆，頗富空靈之韻味。

一樓使用粗面石塊，闢拱門出入，有如城門。這原是日本桃山及江戶時期流行的建築風格，至二十世紀，形成近代和風建築。

(資料來源:文化部文化資產局)",,100,中正區,100 臺北市中正區仁愛路一段21之33號,+886-2-23934598,+886-2-23920909,,"01,07,02,08,03,09,04,10,05,11,06,12",25.039189752077924,121.52280628681184,http://www.dongher.org.tw/,,,,,2025-04-27 20:09:07 +08:00,https://www.travel.taipei/zh-tw/attraction/details/2264,[],[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/192120', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192121', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192122', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192123', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192124', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192125', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192126', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192127', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/192128', 'subject': '', 'ext': '.jpg'}]",[],[],"{'id': 14, 'name': '宗教信仰'}",,,,,13,歷史建築,1.12
2261,新芳春茶行,,1,"館所簡介
大稻埕曾經是昔日臺灣走向國際的門戶，透過茶葉與樟腦的外銷貿易，近代西方文明與傳統漢人文化在稻江畔激盪出精彩的火花，無論是現代新劇或子弟戲班的登臺競演；亦或是咖啡沙龍與品茶文化的交相爭艷，二十世紀的上半葉，大稻埕方興未歇。

見證這一段榮景的「新芳春茶行」興建於1934年，為大稻埕茶商王連河隨父親舉家自福建安溪來臺發展的起家厝，這棟融和中西特色的日治時期建築，是臺北市少數被完整保存下來的住商混合洋樓，經2009年指定為市定古蹟，自2011年至2015年歷時為期4年的古蹟修復工程，並於同年由原屋主將這棟富有歷史價值的古蹟建築捐贈予臺北市政府。

臺北市政府文化局自2016年5月正式接管「新芳春茶行」後，於2016年9月20率先推出「重回大稻埕老茶行的璀燦榮光」、「新芳春老建築的故事」、「紫色大稻埕美學展」以及「再現大 稻埕茶香歲月風華」等特展，再現產業時空與文化脈絡，向社會大眾介紹這棟古蹟以及大稻埕茶商的風華歲月。

2024年7月1日正式委由國立臺北教育大學經營，將以新芳春茶行作為茶文化推廣與培育人才重要據點，並藉專業博物館營運團隊進駐實踐「茶交流」、「茶教育」與「茶生活」的目標，為新芳春茶行建築注入新的活力。

2樓茶席空間─蒔現Shi xian Tea
蒔現，承襲台灣茶文化的深厚底蘊，將民國懷舊風格融入現代茶藝美學，打造獨特的品茶空間。位在二樓的茶舍，以沉浸式的體驗，帶領您穿梭時光，於茶香間感受傳統與當代的交融。
在這裡，茶不僅是飲品，更是放慢腳步、感受當下的媒介。我們透過靜心正念的茶藝課程與藝文沙龍，引領您在茶席間找回內心的寧靜，開啟一場專屬於您的茶文化旅程。

(資料來源:臺北市政府文化局 )",,103,大同區,103 臺北市大同區民生西路309號,+886-2-77563910,,sinhongchoon1934@gmail.com,"01,07,02,08,03,09,04,10,05,11,06,12",25.05707816037852,121.51254817843436,https://openmuseum.tw/museum/sinhongchoon,https://www.facebook.com/%E6%96%B0%E8%8A%B3%E6%98%A5%E8%A1%8C%E7%89%B9%E5%B1%95-1119304481426235/,,週一、二休館,,2025-06-25 11:53:31 +08:00,https://www.travel.taipei/zh-tw/attraction/details/2261,"[{'id': 62, 'name': '校外教學'}]",[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/181535', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181536', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181537', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181538', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181539', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181540', 'subject': '', 'ext': '.jpg'}]",[],[],"{'id': 15, 'name': '藝文館所'}","{'id': 25, 'name': '無障礙旅遊推薦景點'}",,,,13,歷史建築,1.12
2336,臺灣電力株式會社社長宿舍,,1,"日據時期的臺灣電力株式會社為當時工業剛起步發展的重要能源機構。它的首長官邸建於附近城廓，為目前仍然保存完整的官舍，光復後曾改充為中央招待所及臺灣省主席官邸之用。

這座以高牆圍繞的官邸，建築風格採用西洋樣式，以瓦頂白牆及拱窗表現了南歐義大利或西班牙別莊之趣味。日據時期諸多高級官邸多喜採用不同風格的歐洲住宅式樣。

這座外觀優雅且有庭院環境的洋房，入口設拱形門廳，內邊立有希臘柱式作為裝飾，樓梯為木構造，裝修簡潔大方，原先屋後有日式房間，後來遭拆除。

這種前面洋式，後半段附建日式房舍的作法也反映了當時日本官員在臺灣的生活方式。

(資料來源:臺灣電力株式會社社長宿舍)",,100,中正區,100 臺北市中正區延平南路119號,+886-2-23651234,,,"01,07,02,08,03,09,04,10,05,11,06,12",25.04007431657601,121.50923162698746,,,"預約申請，免費參觀
本宿舍僅開放戶外庭院供預約參觀，建築本體未開放故未設置相關無障礙設施。","僅開放預約參觀
（應於申請參觀日前7個工作天遞送／傳真申請表至本公司，同一參觀時段以20人為限）

預約申請參觀時段，每月
第一週週一下午 2:00-4:00
第三週週一下午 2:00-4:00",,2025-04-27 18:29:04 +08:00,https://www.travel.taipei/zh-tw/attraction/details/2336,[],[],[],[],[],"[{'src': 'https://www.taipower.com.tw/2289/2290/2308/49018/2316/3475/normalPost', 'subject': '臺灣電力株式會社社長宿舍參觀預約申請'}]",,,,,,13,歷史建築,1.16
419,李臨秋故居,,1,"李臨秋先生為「望春風」、「四季紅」等多首臺灣著名歌謠的作詞者，係臺灣流行歌謠史上重要代表人物，其創作亦為珍貴之無形文化資產。本建物作為名人故居當可展現其歷史及藝術價值。

(資料來源：臺北市政府文化局)",,103,大同區,103 臺北市大同區西寧北路86巷4號,+886-9-1063-2286,,,"01,07,02,08,03,09,04,10,05,11,06,12",25.05518,121.50871,,https://www.facebook.com/people/%E8%87%A8%E7%A7%8B%E5%B1%85%E6%9D%8E%E8%87%A8%E7%A7%8B%E6%95%85%E5%B1%85/61561355090447/,,十人以上之團體參觀須提前一周預約，詳情請上FB粉絲專頁填寫表單申請。,,2025-05-03 13:31:29 +08:00,https://www.travel.taipei/zh-tw/attraction/details/419,[],[],"[{'id': 392, 'name': '無障礙友善服務'}]",[],[],[],"{'id': 15, 'name': '藝文館所'}",,,,,13,歷史建築,1.17
84,西門紅樓,,1,"西門紅樓於1908年由日本建築師近藤十郎所建造，由八角樓與十字樓組成，是臺灣第一座官方興建的公營市場，亦是今天全臺所保存最古老完整的三級古蹟建築物。

其中八角樓的「八卦造型」取其八方雲集之意作為入口、十字樓的「十字架造型」作為主體的特色，另外加上緊鄰兩旁的南北廣場統稱為「西門紅樓」。

西門紅樓歷經市場、書場、電影院、劇場的角色變換，自2007年起，臺北市政府文化局委由台北市文化基金會營運管理，以文創平台推廣形式，欲達成振興西門町街區發展目標，歷經10餘年經營，已逐步累積文創能量，形塑成現今臺北市甚至是臺灣指標性的文創及藝文據點。

八角樓一樓為綜合展覽與餐飲、賣場，內部空間規劃了品茶休憩的「紅樓茶坊」、搜羅臺灣風格好物的「紅樓選品」；二樓為古樸別緻的專業表演場地「二樓劇場」。

十字樓則為推動小型文創產業發展的「河岸留言西門紅樓展演館」與展售空間「16工房」。

另南北廣場有多元文化體驗活動，除固定館所導覽、創意講談、手作工作坊之外，每個週末還有創意市集及於中央展區不定期展覽等活動。","八角樓 ：
週日至週四：11:00-21:30
週五至週六：11:00-22:00

十字樓：
週二至週四：14:00-21:30
週五：14:00-22:00
週六：11:00-22:00
週日：11:00-21:30

週一休館",108,萬華區,108 臺北市萬華區成都路10號,+886-2-23119380,+886-2-23142927,service@redhouse.org.tw,"01,07,02,08,03,09,04,10,05,11,06,12",25.04207,121.50693,http://www.redhouse.org.tw/,https://www.facebook.com/TheRedHouse1908/,純參觀無需門票。,"週一休館
市集時間可參考官網",,2025-04-29 09:18:35 +08:00,https://www.travel.taipei/zh-tw/attraction/details/84,"[{'id': 61, 'name': '親子共學'}, {'id': 62, 'name': '校外教學'}]",[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/293072', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293073', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293074', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293075', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293076', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293068', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293069', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293070', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/293071', 'subject': '', 'ext': '.jpg'}]",[],[],"{'id': 15, 'name': '藝文館所'}","{'id': 18, 'name': '公共藝術'}","{'id': 25, 'name': '無障礙旅遊推薦景點'}",,,13,歷史建築,1.2
1979,臺灣新文化運動紀念館,,1,"大稻埕是臺灣現代化思潮的主要發源地，大稻埕的仁人志士，展現開闊的世界觀與新文化的深厚素養，在日本殖民統治的高壓下，仍然播下新文化的種子，且開出韌性極強的新文化花朵。

臺灣新文化運動紀念館將重現大稻埕的絕代歷史風華，追憶當年大無畏的新文化先覺，除積極收藏與展覽新文化運動的史料外，並持續對大稻埕相關的珍貴文化資產，進行各種整合與活化工作，考據重要歷史人物的活動據點與故居，串聯成文化歷史步道，並營造成為「大稻埕歷史與藝文中心」，讓大稻埕成為一個開放的文化史生態博物館。將來在大稻埕的街道上可以聆聽文史工作者講述自覺年代仁人志士、文人雅士的動人歷史事蹟，更可在館內重塑當代的歷史氛圍，在不同的展演廳中品味當代的新文學、聆聽當代的新歌謠，觀賞當代的新劇，欣賞當代的新藝術。

(資料來源：臺北市政府文化局 網站)",每週二至日 09:30-17:30｜每周一休館,103,大同區,103 臺北市大同區寧夏路87號,+886-2-25570087,+886-2-25579731,taiwanncmm@gmail.com,"01,07,02,08,03,09,04,10,05,11,06,12",25.059341172539195,121.5150386095047,https://tncmmm.gov.taipei/,https://www.facebook.com/TNCMMM,免費參觀,,,2025-04-28 22:59:00 +08:00,https://www.travel.taipei/zh-tw/attraction/details/1979,"[{'id': 61, 'name': '親子共學'}]",[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/180668', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180669', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180670', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180671', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180672', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180673', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180674', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180675', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/180678', 'subject': '', 'ext': '.jpg'}]",[],[],"{'id': 15, 'name': '藝文館所'}","{'id': 25, 'name': '無障礙旅遊推薦景點'}",,,,13,歷史建築,1.29
23,國立中正紀念堂,,1,"中正紀念堂是為了紀念中華民國第一任總統蔣介石，他於1975年逝世，次年行政院就破土開建中正紀念堂，設計師是設計圓山大飯店的楊卓成。

紀念堂原址是陸軍總部，當時是臺北市區內最大的軍區，據說從大陸運過來的黃金，就曾經存放在這個地方。紀念堂採用的藍白兩色，是國旗上面主要的顏色，紀念堂頂部天穹的裝飾是青天白日12道光芒，銅像朝西面對總統府和中國大陸，其中都有特殊的意義。隨著民主演進思想開放，紀念堂前的廣場已成了民主運動的集會場。

位於中正紀念堂左右兩側的國家音樂廳與國家戲劇院。戲劇院為戲劇、舞蹈等表演活動的場地，經常舉辦大型的表演活動，包括京劇、戲劇、兒童節目等；音樂廳是臺灣最具水準的音樂展演空間，經常舉辦室內樂，交響樂等大型的音樂活動。而兩廳院前廣場也會不定時舉辦戲劇、音樂活動，吸引眾多遊客前往欣賞。

白牆藍瓦，70公尺高聳立在紀念公園的中央，不論從哪個角度看過去，都很宏偉。國外觀光客來到臺灣，不論行程如何排，都一定會到這裡來參觀一下。紀念堂的下方有陳列和展覽，也有紀念品販售。
","紀念堂開放時間：am09:00-pm06:00（星期一不休館）
紀念公園開放時間：am05:00-pm12:00
(休館日：除年度機電保養日、二二八紀念日、春節除夕及大年初一休館外，幾乎全年不休館)",100,中正區,100 臺北市中正區中山南路21號,+886-2-23431100,,,"01,07,02,08,03,09,04,10,05,11,06,12",25.03619,121.51868,http://www.cksmh.gov.tw/,https://www.facebook.com/cksmhfb/?locale=zh_TW,,"升降旗時間：
夏令時間：4/1~9/30
*升旗：6:00AM    降旗：6:10 PM
冬令時間：10/1~3/31
*升旗：6:30AM    降旗：5:10 PM
 
※國軍儀隊禮兵巡查及訓練展示（自113年7月15日實施)：
1.每日上午9點至下午5點，每逢整點實施1次，每天9次(每次約15分鐘)：
上午：9:00、10:00、11:00、12:00
下午：1:00、2:00、3:00、4:00、5:00
2.訓練展示地點：主堂體戶外正面階梯下方之民主大道。
3.如遇雨天則不實施。",,2025-04-29 14:36:58 +08:00,https://www.travel.taipei/zh-tw/attraction/details/23,"[{'id': 61, 'name': '親子共學'}, {'id': 62, 'name': '校外教學'}, {'id': 65, 'name': '賞鳥族'}]",[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/222951', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222952', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222953', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222954', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222955', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222956', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222957', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222958', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222959', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/222960', 'subject': '', 'ext': '.jpg'}]",[],[],"{'id': 15, 'name': '藝文館所'}","{'id': 25, 'name': '無障礙旅遊推薦景點'}",,,,13,歷史建築,1.3
348,臺北市交通資訊中心,,1,"臺北市交通資訊中心展示本市智慧型運輸發展成果歷程與交通規劃的過去、現在與未來展示呈現讓民眾參觀，以增進民眾瞭解本市交通控制設施及智慧型運輸發展。

該中心目前主要包含十大展示區，分別為智慧型運輸系統區、歷史回顧區、交通工程區、停車資訊系統導引系統區、自行車區、交控中心控制台、大眾運輸系統區、公車候車亭區、系統操作區、資料介接成果展示區等生動活潑的展示導覽與互動體驗，歡迎民眾來體驗微笑單車競速遊戲、交通紅綠燈號誌互動感應、低地板公車乘坐等體驗，適合國小以上各種不同年齡層民眾，來此探索瞭解臺北市交通的發展與歷程。",,103,大同區,103 臺北市大同區華陰街32號地下2樓,+886-2-27208889,,,"01,07,02,08,03,09,04,10,05,11,06,12",25.04925,121.51873,https://www.dot.gov.taipei/News.aspx?n=1180D99284AB3AA3&sms=2ECFC3AAA53706ED,,,"1、參訪交通資訊中心完全免費，預約時請參考本中心參訪時間表，於參訪6日前提出申請，申請日期及時間交通局視實際受理報名情形酌予調整，並保留准駁與否之權限。若因故取消預約，應於前一個工作日通知交通局。 
2、申請人數平日5人以上、假日10人以上，開放時間為每日上午9時至12時及下午2時至5時，但行政院人事總處公布放假之紀念日及民俗節日（含連假之週六日）則停止開放。
3、免預約參訪：每年1月15日至2月15日及7月1日至8月31日定為寒、暑假，該期間之每週三、五下午3時30分至16時50分為免預約導覽時段，參訪民眾請攜帶身分證或駕照至臺北市華陰街32號服務臺報到，將有專人引導參訪，逾時不候，將以團進團出方式進行，無法配合者請勿參加；本行程不開放予外籍人士參加，如有需求，請事前申請預約參訪。",,2025-04-30 10:10:09 +08:00,https://www.travel.taipei/zh-tw/attraction/details/348,"[{'id': 61, 'name': '親子共學'}, {'id': 62, 'name': '校外教學'}]",[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/106943', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106944', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106945', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106946', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106947', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106948', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106937', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106938', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106940', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106941', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/106942', 'subject': '', 'ext': '.jpg'}]",[],[],,,,,,15,藝文館所,0.24
1875,非畫廊Beyond Gallery,,1,"2008年1月成立的「非畫廊」（Beyond Gallery），以「不只是畫廊」、「超越自己」鼓舞工作夥伴，並期許「非畫廊」有不同於一般畫廊的夢想，以推動台灣的當代藝術為己任，並引進重要的國際當代藝術家的作品，達到開發視野、展望未來的美學高度。

將本土優秀的藝術家及展覽推廣到國際舞台，促進台灣藝文與國際的交流。 與全球的美術館、策展人、藝術家、收藏家建立關係，帶動台灣藝術產業形成的可能性。有系統研究國內、外藝術品典藏，提供具深度與專業的藝術經紀和蒐藏顧問。",週一~週六11：00~18：00,104,中山區,104 臺北市中山區長安東路一段9號2F,+886-2-25620709,+886-2-25642796,beyondgallery@gmail.com,"01,07,02,08,03,09,04,10,05,11,06,12",25.0498061,121.5224323,https://www.loranger.com.tw/beyond-gallery/,https://www.facebook.com/BeyondGalleryTW/,,,,2024-09-06 15:01:16 +08:00,https://www.travel.taipei/zh-tw/attraction/details/1875,[],[],[],"[{'src': 'https://www.travel.taipei/image/174540', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174541', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174542', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174543', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174544', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174545', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174546', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174547', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/174548', 'subject': '', 'ext': '.jpg'}]",[],[],,,,,,15,藝文館所,0.59
2641,順益台灣原住民博物館_美術分館,,1,"順益台灣原住民博物館－美術分館(以下簡稱順益台灣美術館)於2020年6月10日正式開館。這座位處於城市中央的美術館，可說是林迺翁文教基金會推廣台灣藝術文化之路上又一重要里程碑。
&nbsp;
位於台北市北門廣場周邊，現址為延平南路5號的順益台灣美術館，其前身曾為順益關係企業的「起家厝」－《順益行》。這棟擁有74年歷史的老建築，在林純姬董事長的擘畫下搖身一變成為一座嶄新的美術館，順益關係企業追求卓越的精神，也將藉由美術館的運作向社會輻射出更大的文化能量。
&nbsp;
順益台灣美術館創辦人林清富名譽董事長熱愛鄉土、珍愛台灣，自70年代開始，陸續收藏許多台灣原住民文物及本土美術畫作。而順益台灣美術館除了展示林清富名譽董事長典藏捐贈之精彩畫作以外，也依據不同主題舉辦特展，並邀請海內外策展人及青年藝術家參與，達到宣揚台灣文化之目標。在教育推廣活動方面，美術館透過聚焦於「風土人文」、「創新文化」、「多元藝術」等多元面向，積極與各級中小學串聯，期望能以美感教育作為兒童學習台灣美術之根基。同時，順益台灣美術館亦鼓勵學術交流與實務實習，鼓勵不同背景的民眾參與志工服務，共同打造一個全民分享交流的文化平台。
&nbsp;
這座美術館所在的位置，屬於台北市老街景觀營造之重點區塊，同時也是台北市北門黃金藝文圈與台北火車站周邊輻輳區域的一環，是國內外旅客抵達台北時的首要門戶與印象所在。作為引領外地旅客認識台北的起點，順益台灣美術館將城市中的新潮文化及老街風華之歷史、人文、科技、互動等多元面向皆納入藍圖，期盼這座美術館能成為民眾在梳理城市紋理及印記時的重要線索。而美術館周遭環繞著許多文化古蹟，如撫台街洋樓、中山堂、臺灣博物館鐵道部園區、郵政博物館等，未來，順益台灣美術館也將以台灣歷史記憶為核心，透過與周邊景點的活動串連，一同推動城市內的文化共振。
&nbsp;
2020年，順益台灣美術館的誕生不僅為北門黃金藝文圈增加了新地標，更以精緻豐沛的藝術內涵活絡社區文化交流。這個充滿魅力的嶄新藝文空間，未來將引領民眾透過經典的美術作品見證台灣風華，並為城市注入富含文化能量的新活力。

(資料來源：順益台灣原住民博物館_美術分館)",,100,中正區,100 臺北市中正區延平南路5號 ,+886-2-23818322,+886-2-23614881,,"01,07,02,08,03,09,04,10,05,11,06,12",25.046376653953534,121.510950922966,https://shungye-art.org/?fbclid=IwAR0JfFuAuEHpSrZqa2DM3HGUPj1ztfvBbk6a7CUnBLqpudMvLLvqnssZHNs,https://www.facebook.com/symfa,門票收費資訊請以官方網站公告為主。,"參觀時，請您務必遵守以下事項：

1.展場內請勿進行手機通話
2.展場內請勿喧嘩、追逐、飲食、吸煙及丟棄垃圾
3.服裝不整、攜帶除導盲犬外寵物者謝絕入場
4.館內現全面開放拍照、攝影，惟勿使用閃光燈、自拍棒、腳架及錄影",,2025-04-29 14:50:54 +08:00,https://www.travel.taipei/zh-tw/attraction/details/2641,[],[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/215415', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/215416', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/215417', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/215414', 'subject': '', 'ext': '.jpg'}]",[],[],"{'id': 25, 'name': '無障礙旅遊推薦景點'}",,,,,15,藝文館所,0.63
31,二二八和平公園,,1,"二二八和平公園位於臺北市公園路、襄陽路、懷寧街與凱達格蘭大道所圍成的街廓內，古典風格的都會公園，園內有日本庭園式造景池塘、拱橋、綠地步道及露天音樂臺，而臺北二二八紀念館和紀念碑也設立在園區內。

一走進公園，您會看見百年老樹、悠閒的鴿子與松鼠，以及許多在涼亭下棋、打太極拳的在地居民。園區內保留了許多日治時期「臺北新公園」的古典造景，包含典雅的日式拱橋、荷花池畔的中國式涼亭，以及一座退役的老火車頭，處處都是拍照的好風景，也是觀察臺北市民日常步調的好所在。

然而，這座公園的核心，在於其沉靜而莊嚴的另一面。公園的名稱是為了紀念台灣近代史上的「二二八事件」，因此園區中央矗立著高聳、造型獨特的「二二八和平紀念碑」，以簡潔有力的設計語言，傳達著和平與和解的期望。一旁由舊時代廣播電台改建的「二二八紀念館」，則是旅客深入了解這段歷史的入口。",,100,中正區,100 臺北市中正區懷寧街、襄陽路、公園路、凱達格蘭大道口,+886-2-23897228,,,"01,07,02,08,03,09,04,10,05,11,06,12",25.04132,121.51516,https://228memorialmuseum.gov.taipei/Default.aspx,,,,,2025-11-04 15:45:08 +08:00,https://www.travel.taipei/zh-tw/attraction/details/31,"[{'id': 61, 'name': '親子共學'}, {'id': 62, 'name': '校外教學'}, {'id': 65, 'name': '賞鳥族'}]",[],"[{'id': 392, 'name': '無障礙友善服務'}]","[{'src': 'https://www.travel.taipei/image/63649', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/63651', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/63655', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/63656', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/175546', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/175547', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181471', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181472', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181473', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181474', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/181475', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/63630', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/63644', 'subject': '', 'ext': '.jpg'}, {'src': 'https://www.travel.taipei/image/63648', 'subject': '', 'ext': '.jpg'}]",[],[],"{'id': 16, 'name': '戶外踏青'}","{'id': 18, 'name': '公共藝術'}","{'id': 19, 'name': '親子共遊'}",,,15,藝文館所,0.74
